seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
S8C42155||full	0.200	0.893	0.010	0.000	0.087	0.893	NCLDV	1997	0	25.000	0.000
S8C42645||full	0.947	0.527	0.155	0.800	0.953	0.953	lavidaviridae	2610	0	100.000	0.000
S8C42723||full	0.013	0.513	0.350	0.000	0.053	0.513	NCLDV	1807	0	0.000	0.000
S8C42826||full	0.233	0.933	0.275	0.047	0.700	0.933	NCLDV	3080	0	33.300	0.000
S8C43147||full	0.853	0.787	0.220	0.507	0.960	0.960	lavidaviridae	10430	0	75.000	0.000
S8C43261||full	0.853	0.640	0.020	0.013	0.007	0.853	dsDNAphage	2861	1	50.000	50.000
S8C43425||full	0.907	0.560	0.110	0.713	0.940	0.940	lavidaviridae	2592	0	100.000	0.000
S8C43691||full	1.000	0.933	0.130	0.773	0.960	1.000	dsDNAphage	8054	0	84.600	0.000
S8C44015||full	0.973	0.887	0.170	0.720	0.960	0.973	dsDNAphage	12001	0	85.700	0.000
S8C44053||full	0.907	0.773	0.200	0.760	0.913	0.913	lavidaviridae	5258	0	100.000	0.000
S8C44185||full	1.000	0.540	0.225	1.000	0.333	1.000	dsDNAphage	2055	3	100.000	0.000
S8C44378||full	0.973	0.540	0.260	0.813	0.980	0.980	lavidaviridae	4080	0	100.000	0.000
S8C44387||full	1.000	0.627	0.285	0.993	0.233	1.000	dsDNAphage	2778	1	33.300	0.000
S8C44632||full	0.980	0.813	0.165	0.793	0.873	0.980	dsDNAphage	3148	0	100.000	0.000
S8C44667||full	0.980	0.800	0.135	0.947	0.933	0.980	dsDNAphage	4463	0	66.700	0.000
S8C44751||full	0.907	0.300	0.185	0.547	0.947	0.947	lavidaviridae	7502	0	100.000	0.000
S8C44834||full	0.993	0.393	0.055	0.907	0.160	0.993	dsDNAphage	2306	0	85.700	0.000
S8C44908||0_partial	0.867	0.100	0.005	0.000	0.220	0.867	dsDNAphage	36326	1	26.700	22.200
S8C45126||full	0.800	0.033	0.040	0.020	0.080	0.800	dsDNAphage	2589	1	33.300	33.300
S8C45139||full	0.140	0.553	0.170	0.013	0.093	0.553	NCLDV	4570	0	0.000	0.000
S8C45190||full	0.980	0.867	0.315	0.907	0.973	0.980	dsDNAphage	4180	0	55.600	0.000
S8C45194||full	0.973	0.953	0.120	0.727	0.987	0.987	lavidaviridae	5865	0	87.500	0.000
S8C45220||full	0.527	0.987	0.580	0.813	0.767	0.987	NCLDV	2179	0	25.000	0.000
S8C45334||full	0.493	0.793	0.550	0.733	1.000	1.000	lavidaviridae	2696	0	33.300	0.000
S8C45355||full	0.567	NaN	0.790	0.807	0.073	0.807	ssDNA	389	0	0.000	0.000
S8C45367||full	0.893	0.680	0.205	0.973	0.960	0.973	ssDNA	2064	0	75.000	0.000
S8C45372||full	1.000	0.087	0.215	0.900	0.327	1.000	dsDNAphage	2948	4	100.000	0.000
S8C45626||full	0.833	0.680	0.640	0.860	0.953	0.953	lavidaviridae	2424	0	0.000	0.000
S8C45767||full	0.360	0.433	0.175	0.427	0.500	0.500	lavidaviridae	3777	0	100.000	0.000
S8C45772||full	0.780	NaN	0.105	0.380	0.240	0.780	dsDNAphage	2123	0	75.000	0.000
S8C45780||full	0.933	0.367	0.215	0.833	0.947	0.947	lavidaviridae	7607	0	87.500	0.000
S8C46176||full	1.000	0.567	0.070	0.407	0.780	1.000	dsDNAphage	83301	7	73.400	0.000
S8C46363||full	0.900	0.800	0.190	0.333	0.793	0.900	dsDNAphage	6978	0	80.000	0.000
S8C46430||full	1.000	0.813	0.020	0.047	0.387	1.000	dsDNAphage	11267	2	56.200	12.500
S8C46629||full	1.000	0.180	0.560	0.987	0.800	1.000	dsDNAphage	2148	1	66.700	0.000
S8C46671||full	0.993	0.587	0.490	0.927	0.740	0.993	dsDNAphage	3120	1	66.700	0.000
S8C46847||full	0.140	NaN	0.910	0.567	0.713	0.910	RNA	2360	0	0.000	0.000
S8C46959||full	0.987	0.467	0.365	0.927	0.940	0.987	dsDNAphage	4308	1	57.100	0.000
S8C47294||full	0.167	0.160	0.735	0.027	0.213	0.735	RNA	2515	0	0.000	0.000
S8C47671||full	0.367	0.427	0.585	0.953	0.987	0.987	lavidaviridae	2208	0	50.000	0.000
S8C47724||full	0.893	NaN	0.320	0.907	0.987	0.987	lavidaviridae	2407	0	66.700	0.000
S8C47805||full	0.940	NaN	0.225	0.987	0.600	0.987	ssDNA	2086	0	75.000	0.000
S8C47868||full	0.993	0.173	0.410	0.847	0.947	0.993	dsDNAphage	5970	1	55.600	0.000
S8C47894||full	1.000	0.260	0.345	0.893	0.453	1.000	dsDNAphage	2452	2	100.000	0.000
S8C48227||full	0.607	0.440	0.305	0.053	0.100	0.607	dsDNAphage	2856	0	25.000	0.000
S9C85||full	0.947	0.487	0.310	0.993	0.840	0.993	ssDNA	1856	0	100.000	0.000
S9C179||full	0.987	0.433	0.180	0.813	0.687	0.987	dsDNAphage	2074	1	83.300	0.000
S9C194||full	0.687	0.753	0.630	0.913	0.920	0.920	lavidaviridae	2835	0	25.000	0.000
S9C278||full	1.000	0.393	0.100	0.800	0.427	1.000	dsDNAphage	5406	3	63.600	0.000
S9C343||full	0.973	0.460	0.070	0.673	0.133	0.973	dsDNAphage	2835	1	25.000	0.000
S9C412||full	0.980	0.800	0.145	0.987	0.780	0.987	ssDNA	2579	0	100.000	0.000
S9C1032||full	0.953	0.427	0.155	0.947	0.360	0.953	dsDNAphage	5840	0	66.700	0.000
S9C1172||full	0.693	0.200	0.455	0.707	1.000	1.000	lavidaviridae	2715	0	25.000	0.000
S9C1180||full	0.933	0.407	0.215	0.653	0.687	0.933	dsDNAphage	6681	0	100.000	0.000
S9C1331||full	0.493	0.693	0.880	0.833	1.000	1.000	lavidaviridae	2577	0	33.300	0.000
S9C1362||full	0.940	0.920	0.185	0.960	0.947	0.960	ssDNA	3065	0	66.700	0.000
S9C1451||full	1.000	0.140	0.080	0.333	0.240	1.000	dsDNAphage	29124	13	92.500	0.000
S9C1592||full	0.787	NaN	0.715	0.947	0.780	0.947	ssDNA	2241	0	25.000	0.000
S9C1598||full	0.327	0.667	0.195	0.127	0.527	0.667	NCLDV	2143	0	33.300	0.000
S9C1668||full	0.307	0.807	0.310	0.113	0.773	0.807	NCLDV	2402	0	50.000	0.000
S9C1678||full	0.827	0.673	0.330	0.840	0.960	0.960	lavidaviridae	2522	0	100.000	0.000
S9C1955||full	0.300	0.620	0.390	0.167	0.293	0.620	NCLDV	4769	0	33.300	0.000
S9C1962||full	0.947	0.800	0.065	0.913	0.953	0.953	lavidaviridae	2970	0	80.000	0.000
S9C1978||full	0.807	0.547	0.075	0.973	0.267	0.973	ssDNA	1982	0	50.000	0.000
S9C2001||full	0.920	0.827	0.135	0.607	0.867	0.920	dsDNAphage	3453	0	100.000	0.000
S9C2005||full	0.333	0.653	0.575	0.253	0.267	0.653	NCLDV	3182	0	0.000	0.000
S9C2204||full	0.913	0.880	0.100	0.867	0.453	0.913	dsDNAphage	3220	0	27.300	0.000
S9C2235||full	0.873	0.880	0.255	0.733	0.987	0.987	lavidaviridae	5483	0	100.000	0.000
S9C2319||full	0.993	0.193	0.040	0.953	0.287	0.993	dsDNAphage	2293	0	57.100	0.000
S9C2458||full	0.987	0.633	0.120	0.953	0.760	0.987	dsDNAphage	2052	1	80.000	0.000
S9C2618||full	0.720	0.907	0.150	0.800	0.867	0.907	NCLDV	2783	0	20.000	0.000
S9C2641||full	0.487	0.760	0.135	0.700	0.673	0.760	NCLDV	2865	0	60.000	0.000
S9C2743||full	0.333	0.327	0.415	0.087	0.553	0.553	lavidaviridae	2465	0	33.300	0.000
S9C2745||full	0.800	0.327	0.190	0.880	0.680	0.880	ssDNA	2769	0	66.700	0.000
S9C2776||full	1.000	0.933	0.330	0.573	0.820	1.000	dsDNAphage	7718	1	85.700	0.000
S9C2889||full	0.793	0.260	0.390	0.933	0.940	0.940	lavidaviridae	2372	0	40.000	0.000
S9C2950||full	0.780	0.787	0.320	0.780	0.900	0.900	lavidaviridae	5874	0	100.000	0.000
S9C2993||full	1.000	0.607	0.110	0.467	0.340	1.000	dsDNAphage	22545	5	52.900	0.000
S9C3120||full	0.813	0.760	0.305	0.780	0.707	0.813	dsDNAphage	2157	0	66.700	0.000
S9C3154||full	0.913	0.913	0.280	0.927	0.960	0.960	lavidaviridae	2812	0	100.000	0.000
S9C3237||full	0.833	0.533	0.145	0.653	0.793	0.833	dsDNAphage	3127	0	100.000	0.000
S9C3360||full	1.000	0.707	0.210	0.980	0.307	1.000	dsDNAphage	3048	2	100.000	0.000
S9C3394||full	0.867	0.993	0.135	1.000	0.833	1.000	ssDNA	1485	0	100.000	0.000
S9C3736||full	0.853	0.827	0.070	0.427	0.813	0.853	dsDNAphage	9678	0	75.000	0.000
S9C3873||full	0.740	0.700	0.205	0.800	0.653	0.800	ssDNA	2220	0	66.700	0.000
S9C3956||full	0.580	0.847	0.130	0.733	0.853	0.853	lavidaviridae	2099	0	20.000	0.000
S9C4000||full	0.587	0.953	0.145	0.573	0.573	0.953	NCLDV	2913	0	66.700	0.000
S9C4009||full	0.927	0.927	0.170	0.893	0.880	0.927	dsDNAphage	3070	0	100.000	0.000
S9C4153||full	0.920	0.673	0.260	0.993	0.833	0.993	ssDNA	4612	0	100.000	0.000
S9C4175||full	0.967	0.740	0.115	0.480	0.667	0.967	dsDNAphage	3580	0	72.700	0.000
S9C4416||full	0.873	0.727	0.150	0.493	0.807	0.873	dsDNAphage	5572	0	87.500	0.000
S9C4560||full	1.000	0.893	0.270	0.980	0.960	1.000	dsDNAphage	3051	1	100.000	0.000
S9C4754||full	0.840	0.547	0.170	0.760	1.000	1.000	lavidaviridae	5945	0	100.000	0.000
S9C4775||full	0.140	0.607	0.535	0.060	0.233	0.607	NCLDV	10430	0	0.000	0.000
S9C4792||full	0.820	0.207	0.570	0.867	0.853	0.867	ssDNA	2805	0	25.000	0.000
S9C4853||full	0.427	0.733	0.790	0.080	0.720	0.790	RNA	6318	0	25.000	0.000
S9C4977||full	0.980	0.933	0.195	0.833	0.980	0.980	dsDNAphage	6159	0	87.500	0.000
S9C4988||full	0.960	0.807	0.135	0.520	0.353	0.960	dsDNAphage	2942	1	28.600	0.000
S9C5003||full	0.940	0.687	0.545	0.907	0.980	0.980	lavidaviridae	2496	0	40.000	0.000
S9C5068||full	0.967	0.840	0.340	0.820	0.980	0.980	lavidaviridae	3843	0	100.000	0.000
S9C5171||full	0.947	0.247	0.530	0.920	0.907	0.947	dsDNAphage	2234	1	40.000	0.000
S9C5264||full	0.987	0.927	0.165	1.000	0.907	1.000	ssDNA	2417	0	100.000	0.000
S9C5404||full	0.640	0.407	0.440	0.647	0.740	0.740	lavidaviridae	6774	0	44.400	0.000
S9C5492||full	0.700	0.973	0.230	0.660	0.840	0.973	NCLDV	5280	0	100.000	0.000
S9C5548||full	0.607	0.813	0.205	0.613	0.860	0.860	lavidaviridae	2668	0	100.000	0.000
S9C5589||full	0.760	0.747	0.215	0.953	0.760	0.953	ssDNA	2201	0	100.000	0.000
S9C5698||full	0.993	0.420	0.165	0.547	0.833	0.993	dsDNAphage	19750	9	85.300	0.000
S9C5703||full	0.513	0.413	0.115	0.067	0.273	0.513	dsDNAphage	2097	0	20.000	20.000
S9C5725||full	0.733	0.627	0.225	0.473	0.867	0.867	lavidaviridae	7900	0	75.000	0.000
S9C6420||full	0.993	0.173	0.010	0.107	0.233	0.993	dsDNAphage	9533	5	83.300	8.300
S9C6542||full	0.933	0.993	0.100	0.907	0.993	0.993	NCLDV	3242	0	85.700	0.000
S9C6565||full	1.000	0.700	0.050	0.613	0.747	1.000	dsDNAphage	12875	7	86.400	0.000
S9C6607||full	0.967	0.960	0.165	0.820	0.967	0.967	dsDNAphage	3068	0	100.000	0.000
S9C6679||full	0.573	0.473	0.095	0.080	0.453	0.573	dsDNAphage	8657	0	33.300	0.000
S9C6745||full	0.853	1.000	0.210	0.927	0.840	1.000	NCLDV	2208	0	100.000	0.000
S9C6766||full	0.913	0.640	0.145	0.813	0.940	0.940	lavidaviridae	2725	0	66.700	0.000
S9C6919||full	0.520	0.767	0.195	0.600	0.993	0.993	lavidaviridae	3831	0	28.600	0.000
S9C7001||full	0.887	0.640	0.220	0.820	1.000	1.000	lavidaviridae	5237	0	83.300	0.000
S9C7026||full	0.727	0.153	0.000	0.040	0.300	0.727	dsDNAphage	9470	0	23.500	11.800
S9C7043||full	0.660	0.913	0.495	0.940	1.000	1.000	lavidaviridae	1658	0	33.300	0.000
S9C7080||full	0.893	0.160	0.005	0.007	0.067	0.893	dsDNAphage	49645	3	39.600	28.300
S9C7536||full	0.253	0.640	0.020	0.027	0.113	0.640	NCLDV	2493	0	50.000	25.000
S9C7689||full	1.000	0.573	0.255	0.993	0.773	1.000	dsDNAphage	2746	1	100.000	0.000
S9C7708||full	0.100	0.520	0.000	0.013	0.067	0.520	NCLDV	3498	0	33.300	0.000
S9C7766||full	0.560	0.660	0.115	0.727	0.313	0.727	ssDNA	3620	0	75.000	0.000
S9C7925||full	0.193	0.600	0.140	0.033	0.473	0.600	NCLDV	4428	0	25.000	0.000
S9C7952||full	0.953	0.920	0.205	1.000	0.893	1.000	ssDNA	2261	0	75.000	0.000
S9C7957||full	1.000	0.607	0.040	0.493	0.220	1.000	dsDNAphage	23522	7	71.400	0.000
S9C8301||full	0.027	0.660	0.000	0.000	0.060	0.660	NCLDV	8669	0	14.300	14.300
S9C8379||full	1.000	0.547	0.170	0.633	0.527	1.000	dsDNAphage	6178	4	100.000	0.000
S9C8415||full	0.173	0.687	0.650	0.327	0.207	0.687	NCLDV	2233	0	0.000	0.000
S9C8443||full	0.993	0.627	0.120	0.553	0.220	0.993	dsDNAphage	6100	2	90.900	0.000
S9C8561||0_partial	0.913	0.453	0.000	0.000	0.347	0.913	dsDNAphage	14649	1	47.100	17.600
S9C8692||full	0.980	0.173	0.055	0.907	0.420	0.980	dsDNAphage	2749	0	71.400	0.000
S9C8767||full	0.993	0.853	0.195	1.000	0.500	1.000	ssDNA	2196	1	100.000	0.000
S9C8858||full	1.000	0.187	0.090	0.173	0.313	1.000	dsDNAphage	11822	6	93.300	0.000
S9C8962||full	0.980	0.293	0.615	0.920	0.967	0.980	dsDNAphage	6931	1	44.400	0.000
S9C9094||full	0.900	0.340	0.485	0.380	0.840	0.900	dsDNAphage	5933	0	40.000	0.000
S9C9133||0_partial	0.513	0.007	0.000	0.000	0.020	0.513	dsDNAphage	15875	1	10.700	57.100
S9C9299||full	0.927	0.933	0.130	0.807	0.947	0.947	lavidaviridae	2282	0	75.000	0.000
S9C9461||full	1.000	1.000	0.220	0.960	0.993	1.000	dsDNAphage	2427	1	100.000	0.000
S9C9558||full	1.000	0.933	0.025	0.720	0.200	1.000	dsDNAphage	4115	2	88.900	0.000
S9C9561||full	0.113	0.640	0.450	0.227	0.907	0.907	lavidaviridae	5280	0	0.000	0.000
S9C10006||full	1.000	0.707	0.095	0.587	0.813	1.000	dsDNAphage	9927	5	82.600	0.000
S9C10089||full	0.907	0.653	0.235	0.953	0.987	0.987	lavidaviridae	4159	0	75.000	0.000
S9C10217||full	0.973	0.513	0.125	0.780	0.633	0.973	dsDNAphage	2159	0	85.700	0.000
S9C10231||full	0.940	0.347	0.420	0.993	0.833	0.993	ssDNA	2233	0	60.000	0.000
S9C10274||full	0.340	0.827	0.275	1.000	0.900	1.000	ssDNA	2534	1	66.700	0.000
S9C10316||full	0.987	0.680	0.040	0.387	0.680	0.987	dsDNAphage	9288	3	64.300	0.000
S9C10623||full	0.740	0.240	0.265	0.860	0.660	0.860	ssDNA	4492	0	33.300	0.000
S9C10636||full	0.960	0.660	0.180	0.513	0.933	0.960	dsDNAphage	6701	0	90.900	0.000
S9C10653||full	0.993	0.820	0.145	0.907	0.993	0.993	dsDNAphage	10608	3	71.400	0.000
S9C10660||full	1.000	0.207	0.015	0.287	0.320	1.000	dsDNAphage	24284	6	63.400	0.000
S9C10841||full	0.980	0.260	0.300	0.973	0.607	0.980	dsDNAphage	2078	0	80.000	0.000
S9C10946||full	0.553	0.567	0.615	0.033	0.773	0.773	lavidaviridae	4307	0	25.000	0.000
S9C11145||full	0.747	0.307	0.725	0.953	0.813	0.953	ssDNA	1832	0	33.300	0.000
S9C11158||full	0.993	0.733	0.060	0.907	0.240	0.993	dsDNAphage	2296	0	57.100	0.000
S9C11173||full	1.000	0.960	0.255	0.973	0.993	1.000	dsDNAphage	3887	1	100.000	0.000
S9C11291||full	0.853	0.773	0.215	0.947	0.900	0.947	ssDNA	2660	0	80.000	0.000
S9C11306||0_partial	0.547	0.080	0.000	0.000	0.087	0.547	dsDNAphage	21232	1	31.800	36.400
S9C11398||full	0.100	0.547	0.730	0.013	0.687	0.730	RNA	2415	0	0.000	0.000
S9C11530||full	0.680	0.653	0.245	0.420	0.480	0.680	dsDNAphage	7969	0	50.000	0.000
S9C11543||full	0.320	0.200	0.990	0.333	0.747	0.990	RNA	2572	0	0.000	0.000
S9C11577||full	0.973	0.653	0.180	0.927	0.940	0.973	dsDNAphage	2464	0	80.000	0.000
S9C11649||full	0.927	0.447	0.200	0.753	0.947	0.947	lavidaviridae	2014	0	100.000	0.000
S9C11684||full	0.853	0.493	0.195	0.260	0.507	0.853	dsDNAphage	11734	1	30.800	0.000
S9C11839||full	0.960	0.787	0.205	0.900	0.880	0.960	dsDNAphage	4420	0	38.500	0.000
S9C11874||full	1.000	0.340	0.185	0.653	0.913	1.000	dsDNAphage	4413	2	66.700	0.000
S9C11994||full	1.000	0.280	0.160	0.540	0.400	1.000	dsDNAphage	7129	5	100.000	0.000
S9C12158||full	0.947	0.340	0.185	0.520	0.920	0.947	dsDNAphage	12375	0	100.000	0.000
S9C12206||full	0.980	0.527	0.150	0.520	0.747	0.980	dsDNAphage	4935	0	91.700	0.000
S9C12317||full	0.013	0.567	0.000	0.000	0.007	0.567	NCLDV	38824	0	17.100	20.000
S9C12353||full	0.353	0.847	0.410	0.293	0.680	0.847	NCLDV	3845	0	0.000	0.000
S9C12380||full	0.247	0.913	0.295	0.653	0.680	0.913	NCLDV	2050	0	100.000	0.000
S9C12394||full	0.673	0.293	0.175	0.887	0.547	0.887	ssDNA	2524	0	75.000	0.000
S9C12405||full	0.507	0.540	0.595	0.273	0.960	0.960	lavidaviridae	4775	0	25.000	0.000
S9C12447||full	0.453	0.627	0.525	0.793	0.607	0.793	ssDNA	2624	1	33.300	0.000
S9C12520||full	0.993	0.180	0.020	0.307	0.140	0.993	dsDNAphage	18938	6	62.200	0.000
S9C12590||full	0.587	0.353	0.715	0.840	0.700	0.840	ssDNA	2042	0	0.000	0.000
S9C12687||full	0.973	0.413	0.160	0.807	0.700	0.973	dsDNAphage	2144	0	83.300	0.000
S9C12756||full	0.860	0.373	0.435	0.973	0.900	0.973	ssDNA	2186	0	100.000	0.000
S9C12927||full	0.767	0.300	0.325	0.380	0.253	0.767	dsDNAphage	4040	0	14.300	0.000
S9C12990||full	0.900	0.547	0.180	0.887	0.993	0.993	lavidaviridae	6568	0	100.000	0.000
S9C13025||full	0.933	0.393	0.065	0.193	0.113	0.933	dsDNAphage	24007	0	73.000	0.000
S9C13145||full	0.493	0.340	0.570	0.113	0.540	0.570	RNA	5546	0	20.000	0.000
S9C13318||full	0.587	0.840	0.005	0.033	0.047	0.840	NCLDV	2403	0	40.000	20.000
S9C13424||full	0.833	0.600	0.270	0.967	1.000	1.000	lavidaviridae	3499	0	60.000	0.000
S9C13474||full	0.820	0.740	0.250	0.627	0.933	0.933	lavidaviridae	4856	0	100.000	0.000
S9C13484||full	0.353	0.607	0.170	0.233	0.580	0.607	NCLDV	3685	0	25.000	0.000
S9C13739||full	0.880	1.000	0.185	0.907	0.973	1.000	NCLDV	2422	0	80.000	0.000
S9C13822||full	0.980	0.993	0.170	0.767	0.687	0.993	NCLDV	3772	0	100.000	0.000
S9C13963||full	0.927	0.627	0.095	0.140	0.080	0.927	dsDNAphage	2428	0	60.000	0.000
S9C14181||full	0.953	0.747	0.245	0.827	0.800	0.953	dsDNAphage	1844	1	75.000	0.000
S9C14328||full	0.907	0.907	0.090	0.720	0.980	0.980	lavidaviridae	9739	0	71.400	0.000
S9C14407||full	1.000	0.520	0.210	0.900	0.840	1.000	dsDNAphage	2908	1	100.000	0.000
S9C14498||full	0.813	0.480	0.500	1.000	0.887	1.000	ssDNA	2053	0	66.700	0.000
S9C14529||full	0.433	0.953	0.765	0.093	0.447	0.953	NCLDV	4224	0	0.000	0.000
S9C14539||full	0.840	0.987	0.195	0.620	0.987	0.987	NCLDV	3861	0	100.000	0.000
S9C14573||full	0.900	0.233	0.005	0.033	0.413	0.900	dsDNAphage	15380	1	31.600	21.100
S9C14626||full	0.987	0.740	0.120	0.993	0.207	0.993	ssDNA	3350	0	83.300	0.000
S9C14715||full	1.000	0.253	0.270	0.993	0.927	1.000	dsDNAphage	3353	3	100.000	0.000
S9C14733||full	0.980	0.793	0.070	0.813	0.887	0.980	dsDNAphage	4103	0	83.300	0.000
S9C14814||full	0.273	0.047	0.400	0.760	0.940	0.940	lavidaviridae	2409	0	33.300	0.000
S9C14823||full	1.000	0.247	0.105	0.627	0.233	1.000	dsDNAphage	3365	1	40.000	0.000
S9C14883||full	0.813	0.920	0.130	0.853	1.000	1.000	lavidaviridae	2899	0	75.000	0.000
S9C14927||full	0.893	0.827	0.110	0.667	0.787	0.893	dsDNAphage	3453	0	100.000	0.000
S9C14952||full	0.820	0.367	0.400	0.900	0.560	0.900	ssDNA	2488	0	50.000	0.000
S9C15120||full	0.540	NaN	0.455	0.660	0.180	0.660	ssDNA	2703	0	33.300	0.000
S9C15209||full	0.100	0.660	0.005	0.027	0.087	0.660	NCLDV	2377	0	33.300	0.000
S9C15363||full	0.987	0.793	0.110	0.967	0.920	0.987	dsDNAphage	2195	1	100.000	0.000
S9C15401||full	0.993	0.727	0.170	0.807	0.827	0.993	dsDNAphage	2871	2	75.000	0.000
S9C15414||full	0.713	0.947	0.220	0.900	0.993	0.993	lavidaviridae	2125	0	66.700	0.000
S9C15552||full	0.993	0.120	0.075	0.427	0.233	0.993	dsDNAphage	22298	7	82.100	0.000
S9C15659||full	0.053	0.167	0.875	0.293	0.640	0.875	RNA	2569	0	0.000	0.000
S9C15742||full	0.873	0.213	0.505	0.773	0.513	0.873	dsDNAphage	2193	1	25.000	0.000
S9C15755||0_partial	0.573	0.140	0.000	0.000	0.013	0.573	dsDNAphage	50569	2	18.600	32.600
S9C15761||full	0.940	0.567	0.310	0.867	0.973	0.973	lavidaviridae	5074	0	36.400	0.000
S9C15925||full	0.987	0.940	0.305	0.953	0.907	0.987	dsDNAphage	2944	1	100.000	0.000
S9C15985||full	0.947	0.880	0.150	0.800	0.787	0.947	dsDNAphage	3632	0	100.000	0.000
S9C16017||full	0.393	0.773	0.005	0.073	0.187	0.773	NCLDV	2366	0	40.000	20.000
S9C16196||full	0.093	0.540	0.585	0.360	0.680	0.680	lavidaviridae	1801	0	0.000	0.000
S9C16203||full	1.000	0.233	0.025	0.193	0.307	1.000	dsDNAphage	15741	4	57.100	0.000
S9C16213||full	0.987	0.833	0.220	0.973	0.860	0.987	dsDNAphage	2106	2	83.300	0.000
S9C16426||full	0.940	NaN	0.240	0.127	0.147	0.940	dsDNAphage	2051	2	60.000	0.000
S9C16627||full	0.673	0.820	0.715	0.787	0.940	0.940	lavidaviridae	2671	0	25.000	0.000
S9C16659||full	1.000	0.440	0.130	0.767	0.693	1.000	dsDNAphage	3045	2	75.000	0.000
S9C16778||full	0.860	0.980	0.180	0.900	1.000	1.000	lavidaviridae	2263	0	100.000	0.000
S9C16806||full	0.993	0.873	0.135	0.933	0.860	0.993	dsDNAphage	2408	0	100.000	0.000
S9C16853||full	0.373	0.087	0.705	0.067	0.520	0.705	RNA	5601	0	0.000	0.000
S9C16855||full	0.053	0.667	0.005	0.000	0.067	0.667	NCLDV	9649	0	16.700	16.700
S9C16878||full	0.260	0.727	0.810	0.060	0.553	0.810	RNA	5028	0	0.000	0.000
S9C17194||full	0.847	0.947	0.125	0.693	0.993	0.993	lavidaviridae	7151	0	100.000	0.000
S9C17272||full	0.447	0.620	0.260	0.093	0.347	0.620	NCLDV	1514	0	50.000	0.000
S9C17295||full	0.653	0.133	0.015	0.080	0.333	0.653	dsDNAphage	2177	0	40.000	20.000
S9C17302||full	0.820	0.740	0.005	0.000	0.047	0.820	dsDNAphage	109007	4	24.300	15.300
S9C17454||full	0.073	0.187	0.025	0.060	0.633	0.633	lavidaviridae	3328	0	0.000	20.000
S9C17491||full	0.473	0.260	0.805	0.100	0.387	0.805	RNA	3416	0	0.000	0.000
S9C17647||full	0.927	0.727	0.450	0.093	0.520	0.927	dsDNAphage	2336	1	33.300	0.000
S9C17796||full	0.807	0.960	0.120	0.787	0.973	0.973	lavidaviridae	2006	0	100.000	0.000
S9C17888||full	0.787	0.267	0.080	0.353	0.280	0.787	dsDNAphage	6646	0	72.700	0.000
S9C17934||full	0.920	0.327	0.250	0.993	0.607	0.993	ssDNA	2252	0	66.700	0.000
S9C18026||full	0.853	0.227	0.615	0.933	0.807	0.933	ssDNA	2283	0	50.000	0.000
S9C18142||full	0.667	0.673	0.030	0.073	0.447	0.673	NCLDV	17143	0	50.000	0.000
S9C18168||full	0.160	0.300	0.735	0.113	0.520	0.735	RNA	2206	0	0.000	0.000
S9C18188||full	0.860	0.913	0.095	0.960	0.920	0.960	ssDNA	4516	0	100.000	0.000
S9C18220||full	0.347	0.320	0.200	0.087	0.573	0.573	lavidaviridae	2546	0	33.300	0.000
S9C18343||full	0.887	NaN	0.725	1.000	0.987	1.000	ssDNA	2232	0	33.300	0.000
S9C18380||full	0.500	0.727	0.740	0.253	0.993	0.993	lavidaviridae	3943	0	25.000	0.000
S9C18390||full	0.133	0.940	0.220	0.793	0.667	0.940	NCLDV	2312	0	50.000	0.000
S9C18456||full	0.813	0.653	0.460	0.820	0.767	0.820	ssDNA	2310	0	60.000	0.000
S9C18512||full	1.000	0.573	0.000	0.027	0.007	1.000	dsDNAphage	31575	7	44.700	2.100
S9C18562||full	0.920	1.000	0.140	0.987	0.987	1.000	NCLDV	2601	0	100.000	0.000
S9C18759||full	0.180	0.227	0.785	0.007	0.633	0.785	RNA	2498	0	0.000	0.000
S9C18774||full	0.793	0.093	0.765	0.973	0.893	0.973	ssDNA	2023	0	33.300	0.000
S9C18824||full	0.480	0.827	0.465	0.827	0.760	0.827	NCLDV	2463	0	50.000	0.000
S9C19028||full	0.900	0.347	0.075	0.587	0.727	0.900	dsDNAphage	8522	0	63.200	0.000
S9C19265||full	0.673	0.853	0.455	0.940	0.993	0.993	lavidaviridae	2051	0	33.300	0.000
S9C19481||full	0.920	0.047	0.000	0.040	0.020	0.920	dsDNAphage	8139	0	64.300	7.100
S9C19511||full	1.000	0.667	0.090	0.380	0.767	1.000	dsDNAphage	55919	9	68.100	0.000
S9C19535||full	0.887	0.020	0.345	0.320	0.207	0.887	dsDNAphage	2074	0	16.700	0.000
S9C19605||full	0.800	0.587	0.185	0.640	0.840	0.840	lavidaviridae	3032	0	100.000	0.000
S9C19780||full	1.000	0.973	0.290	0.907	0.987	1.000	dsDNAphage	5031	1	100.000	0.000
S9C19792||full	1.000	0.953	0.215	0.680	0.933	1.000	dsDNAphage	7674	1	100.000	0.000
S9C19807||full	0.733	0.367	0.295	0.433	0.987	0.987	lavidaviridae	2655	0	25.000	0.000
S9C19808||full	0.100	0.740	0.400	0.527	0.913	0.913	lavidaviridae	2487	0	0.000	0.000
S9C19894||full	0.993	0.640	0.050	0.153	0.873	0.993	dsDNAphage	28428	4	61.300	3.200
