name	prediction	score
S8C28832	Phage	0.64
S8C28838	Phage	0.74
S8C28852	Bacteria	0.2
S8C28857	Bacteria	0.22
S8C28894	Bacteria	0.08
S8C28934	Phage	0.9
S8C28941	Bacteria	0.36
S8C28951	Bacteria	0.45
S8C28969	Bacteria	0.15
S8C28996	Phage	0.55
S8C29062	Bacteria	0.15
S8C29079	Phage	0.51
S8C29081	Phage	0.95
S8C29094	Bacteria	0.41
S8C29132	Bacteria	0.49
S8C29137	Bacteria	0.26
S8C29141	Bacteria	0.38
S8C29152	Phage	0.74
S8C29202	Bacteria	0.11
S8C29222	Bacteria	0.07
S8C29232	Bacteria	0.26
S8C29233	Bacteria	0.15
S8C29258	Bacteria	0.4
S8C29264	Bacteria	0.27
S8C29287	Bacteria	0.4
S8C29309	Phage	0.62
S8C29339	Phage	0.63
S8C29356	Bacteria	0.33
S8C29364	Bacteria	0.4
S8C29376	Bacteria	0.29
S8C29417	Bacteria	0.12
S8C29445	Bacteria	0.26
S8C29457	Phage	0.88
S8C29488	Bacteria	0.13
S8C29536	Bacteria	0.49
S8C29539	Bacteria	0.4
S8C29550	Phage	0.67
S8C29552	Bacteria	0.17
S8C29583	Bacteria	0.19
S8C29586	Bacteria	0.28
S8C29609	Bacteria	0.21
S8C29665	Bacteria	0.4
S8C29669	Bacteria	0.26
S8C29675	Bacteria	0.38
S8C29734	Bacteria	0.11
S8C29781	Phage	0.97
S8C29793	Bacteria	0.45
S8C29794	Bacteria	0.17
S8C29833	Bacteria	0.48
S8C29847	Phage	0.76
S8C29927	Bacteria	0.27
S8C29939	Bacteria	0.17
S8C29940	Phage	0.72
S8C29964	Bacteria	0.12
S8C29972	Bacteria	0.22
S8C29976	Bacteria	0.12
S8C30011	Bacteria	0.33
S8C30012	Phage	0.54
S8C30052	Bacteria	0.41
S8C30119	Bacteria	0.21
S8C30133	Bacteria	0.17
S8C30134	Bacteria	0.22
S8C30145	Bacteria	0.21
S8C30168	Bacteria	0.27
S8C30197	Phage	0.95
S8C30225	Bacteria	0.09
S8C30309	Bacteria	0.06
S8C30320	Bacteria	0.07
S8C30334	Phage	0.82
S8C30342	Bacteria	0.28
S8C30349	Bacteria	0.21
S8C30364	Bacteria	0.37
S8C30449	Phage	0.51
S8C30461	Bacteria	0.29
S8C30465	Bacteria	0.19
S8C30513	Bacteria	0.46
S8C30546	Bacteria	0.24
S8C30603	Bacteria	0.35
S8C30606	Phage	0.65
S8C30611	Bacteria	0.15
S8C30623	Bacteria	0.1
S8C30688	Bacteria	0.36
S8C30707	Bacteria	0.22
S8C30715	Bacteria	0.06
S8C30747	Bacteria	0.12
S8C30787	Bacteria	0.31
S8C30794	Phage	0.51
S8C30842	Bacteria	0.19
S8C30929	Phage	0.94
S8C30940	Bacteria	0.15
S8C30962	Bacteria	0.45
S8C30989	Bacteria	0.18
S8C30998	Phage	0.5
S8C31019	Bacteria	0.33
S8C31026	Bacteria	0.36
S8C31114	Bacteria	0.24
S8C31203	Phage	0.57
S8C31225	Bacteria	0.18
S8C31233	Bacteria	0.24
S8C31256	Bacteria	0.49
S8C31287	Bacteria	0.44
S8C31315	Bacteria	0.13
S8C31330	Bacteria	0.46
S8C31353	Bacteria	0.11
S8C31374	Phage	0.93
S8C31393	Bacteria	0.18
S8C31403	Bacteria	0.21
S8C31412	Phage	0.95
S8C31421	Phage	0.55
S8C31444	Phage	0.76
S8C31472	Bacteria	0.48
S8C31476	Bacteria	0.37
S8C31485	Bacteria	0.41
S8C31503	Bacteria	0.1
S8C31574	Bacteria	0.32
S8C31697	Phage	0.63
S8C31698	Bacteria	0.22
S8C31713	Phage	0.6
S8C31753	Phage	0.89
S8C31762	Bacteria	0.18
S8C31791	Bacteria	0.15
S8C31815	Bacteria	0.44
S8C31831	Bacteria	0.31
S8C31872	Bacteria	0.1
S8C31888	Phage	0.54
S8C31906	Bacteria	0.1
S8C31947	Phage	0.55
S8C31954	Bacteria	0.24
S8C31967	Bacteria	0.25
S8C31976	Phage	0.51
S8C31978	Phage	0.7
S8C32001	Bacteria	0.2
S8C32034	Bacteria	0.46
S8C32040	Bacteria	0.28
S8C32065	Bacteria	0.27
S8C32120	Phage	0.58
S8C32167	Bacteria	0.48
S8C32172	Bacteria	0.26
S8C32193	Bacteria	0.24
S8C32196	Bacteria	0.13
S8C32242	Phage	0.52
S8C32256	Bacteria	0.26
S8C32269	Phage	0.95
S8C32273	Phage	0.62
S8C32276	Phage	0.71
S8C32290	Bacteria	0.05
S8C32323	Bacteria	0.38
S8C32327	Bacteria	0.07
S8C32338	Phage	0.72
S8C32345	Phage	0.53
S8C32346	Bacteria	0.18
S8C32347	Bacteria	0.07
S8C32365	Bacteria	0.09
S8C32413	Bacteria	0.08
S8C32423	Bacteria	0.47
S8C32443	Bacteria	0.17
S8C32445	Phage	0.57
S8C32499	Bacteria	0.19
S8C32534	Bacteria	0.19
S8C32535	Bacteria	0.11
S8C32544	Bacteria	0.21
S8C32563	Bacteria	0.24
S8C32572	Bacteria	0.38
S8C32573	Bacteria	0.3
S8C32583	Phage	0.52
S8C32644	Bacteria	0.29
S8C32683	Bacteria	0.41
S8C32697	Phage	0.85
S8C32704	Phage	0.58
S8C32721	Bacteria	0.5
S8C32751	Bacteria	0.33
S8C32826	Bacteria	0.19
S8C32834	Bacteria	0.24
S8C32865	Bacteria	0.37
S8C32912	Bacteria	0.43
S8C32938	Bacteria	0.4
S8C32940	Phage	0.56
S8C32947	Phage	0.93
S8C32966	Bacteria	0.22
S8C33001	Phage	0.58
S8C33087	Bacteria	0.19
S8C33166	Phage	0.54
S8C33187	Bacteria	0.47
S8C33194	Bacteria	0.16
S8C33200	Bacteria	0.21
S8C33269	Bacteria	0.16
S8C33277	Bacteria	0.19
S8C33282	Phage	0.82
S8C33304	Bacteria	0.4
S8C33329	Bacteria	0.22
S8C33357	Bacteria	0.26
S8C33402	Bacteria	0.34
S8C33444	Phage	0.95
S8C33446	Bacteria	0.15
S8C33467	Bacteria	0.46
S8C33471	Bacteria	0.08
S8C33472	Bacteria	0.38
S8C33476	Bacteria	0.39
S8C33478	Bacteria	0.35
S8C33489	Phage	0.84
S8C33530	Bacteria	0.43
S8C33531	Bacteria	0.32
S8C33549	Bacteria	0.27
S8C33553	Phage	0.89
S8C33621	Phage	0.98
S8C33622	Bacteria	0.15
S8C33636	Phage	0.91
S8C33678	Bacteria	0.14
S8C33701	Bacteria	0.14
S8C33720	Bacteria	0.39
S8C33723	Phage	0.95
S8C33727	Bacteria	0.39
S8C33736	Phage	0.86
S8C33742	Bacteria	0.2
S8C33803	Bacteria	0.05
S8C33853	Bacteria	0.06
S8C33896	Bacteria	0.17
S8C33907	Phage	0.59
S8C33928	Bacteria	0.16
S8C33960	Bacteria	0.25
S8C33977	Bacteria	0.45
S8C34011	Bacteria	0.12
S8C34014	Bacteria	0.31
S8C34033	Bacteria	0.19
S8C34043	Bacteria	0.12
S8C34069	Bacteria	0.31
S8C34086	Bacteria	0.08
S8C34096	Bacteria	0.37
S8C34135	Bacteria	0.23
S8C34152	Bacteria	0.49
S8C34156	Phage	0.54
S8C34160	Bacteria	0.24
S8C34174	Bacteria	0.18
S8C34196	Bacteria	0.49
S8C34223	Bacteria	0.37
S8C34225	Bacteria	0.36
S8C34230	Bacteria	0.24
S8C34276	Bacteria	0.5
S8C34278	Bacteria	0.2
S8C34281	Bacteria	0.38
S8C34340	Bacteria	0.38
S8C34348	Bacteria	0.39
S8C34356	Phage	0.51
S8C34382	Bacteria	0.27
S8C34386	Bacteria	0.49
S8C34389	Bacteria	0.22
S8C34423	Bacteria	0.17
S8C34455	Phage	0.96
S8C34463	Bacteria	0.26
S8C34481	Bacteria	0.25
S8C34512	Phage	0.97
S8C34514	Phage	0.92
S8C34519	Bacteria	0.15
S8C34527	Bacteria	0.35
S8C34530	Bacteria	0.16
S8C34561	Bacteria	0.24
S8C34582	Bacteria	0.36
S8C34591	Bacteria	0.12
S8C34617	Bacteria	0.45
S8C34626	Phage	0.56
S8C34652	Bacteria	0.16
S8C34694	Phage	0.59
S8C34752	Bacteria	0.21
S8C34799	Bacteria	0.39
S8C34810	Bacteria	0.18
S8C34830	Phage	0.67
S8C34842	Bacteria	0.37
S8C34845	Bacteria	0.1
S8C34851	Bacteria	0.38
S8C34889	Bacteria	0.13
S8C34908	Phage	0.96
S8C34932	Bacteria	0.4
S8C34938	Bacteria	0.28
S8C34944	Bacteria	0.28
S8C34951	Phage	0.8
S8C34964	Phage	0.56
S8C34966	Bacteria	0.43
S8C34977	Bacteria	0.14
S8C35026	Bacteria	0.29
S8C35048	Bacteria	0.17
S8C35063	Phage	0.65
S8C35094	Bacteria	0.24
S8C35102	Phage	0.94
S8C35133	Bacteria	0.25
S8C35153	Bacteria	0.17
S8C35168	Bacteria	0.43
S8C35220	Bacteria	0.25
S8C35275	Bacteria	0.17
S8C35353	Bacteria	0.24
S8C35372	Bacteria	0.11
S8C35388	Bacteria	0.19
S8C35409	Phage	0.66
S8C35441	Bacteria	0.13
S8C35468	Phage	0.57
S8C35491	Bacteria	0.39
S8C35504	Phage	0.53
S8C35505	Bacteria	0.14
S8C35524	Bacteria	0.36
S8C35527	Bacteria	0.11
S8C35540	Bacteria	0.19
S8C35550	Phage	0.97
S8C35557	Bacteria	0.23
S8C35562	Bacteria	0.31
S8C35563	Bacteria	0.49
S8C35693	Phage	0.66
S8C35696	Phage	0.52
S8C35832	Bacteria	0.16
S8C35840	Bacteria	0.26
S8C35857	Bacteria	0.14
S8C35868	Phage	0.61
S8C35869	Bacteria	0.19
S8C35893	Bacteria	0.41
S8C35919	Bacteria	0.09
S8C35935	Phage	0.67
S8C35957	Phage	0.62
S8C35965	Phage	0.5
S8C35988	Bacteria	0.41
S8C36027	Phage	0.55
S8C36046	Phage	0.94
S8C36065	Bacteria	0.14
S8C36098	Phage	0.6
S8C36121	Bacteria	0.32
S8C36145	Phage	0.61
S8C36156	Bacteria	0.3
S8C36170	Bacteria	0.43
S8C36174	Bacteria	0.24
S8C36183	Bacteria	0.49
S8C36186	Bacteria	0.22
S8C36210	Bacteria	0.15
S8C36251	Bacteria	0.21
S8C36286	Bacteria	0.06
S8C36302	Bacteria	0.47
S8C36316	Bacteria	0.41
S8C36319	Bacteria	0.32
S8C36344	Bacteria	0.13
S8C36350	Bacteria	0.13
S8C36354	Phage	0.84
S8C36359	Phage	0.61
S8C36383	Phage	0.75
S8C36415	Phage	0.57
S8C36425	Bacteria	0.31
S8C36436	Phage	0.64
S8C36449	Bacteria	0.16
S8C36458	Bacteria	0.27
S8C36474	Bacteria	0.47
S8C36485	Bacteria	0.15
S8C36488	Bacteria	0.22
S8C36491	Bacteria	0.11
S8C36545	Phage	0.62
S8C36549	Bacteria	0.09
S8C36618	Bacteria	0.35
S8C36620	Bacteria	0.09
S8C36648	Phage	0.71
S8C36658	Phage	0.54
S8C36686	Bacteria	0.18
S8C36731	Phage	0.51
S8C36734	Phage	0.51
S8C36747	Phage	0.63
S8C36775	Bacteria	0.35
S8C36792	Bacteria	0.24
S8C36809	Bacteria	0.31
S8C36825	Bacteria	0.37
S8C36857	Bacteria	0.1
S8C36884	Bacteria	0.17
S8C36889	Bacteria	0.25
S8C36926	Bacteria	0.09
S8C36934	Phage	0.59
S8C36945	Phage	0.67
S8C36973	Bacteria	0.16
S8C37050	Bacteria	0.17
S8C37101	Phage	0.56
S8C37134	Phage	0.62
S8C37138	Bacteria	0.09
S8C37172	Bacteria	0.19
S8C37202	Bacteria	0.19
S8C37207	Bacteria	0.3
S8C37223	Bacteria	0.25
S8C37224	Phage	0.68
S8C37306	Bacteria	0.37
S8C37312	Bacteria	0.36
S8C37348	Bacteria	0.35
S8C37403	Bacteria	0.31
S8C37425	Bacteria	0.19
S8C37450	Bacteria	0.25
S8C37486	Bacteria	0.36
S8C37491	Phage	0.97
S8C37493	Bacteria	0.29
S8C37567	Bacteria	0.24
S8C37577	Bacteria	0.17
S8C37593	Phage	0.94
S8C37603	Bacteria	0.22
S8C37611	Bacteria	0.47
S8C37622	Bacteria	0.3
S8C37635	Phage	0.68
S8C37730	Bacteria	0.39
S8C37735	Bacteria	0.31
S8C37748	Bacteria	0.39
S8C37784	Bacteria	0.19
S8C37855	Bacteria	0.34
S8C37879	Phage	0.94
S8C37896	Phage	0.67
S8C37912	Bacteria	0.05
S8C37948	Bacteria	0.12
S8C37952	Bacteria	0.14
S8C38025	Bacteria	0.45
S8C38082	Phage	0.53
S8C38120	Bacteria	0.06
S8C38124	Bacteria	0.19
S8C38139	Bacteria	0.47
S8C38204	Phage	0.87
S8C38222	Bacteria	0.35
S8C38266	Bacteria	0.21
S8C38279	Bacteria	0.26
S8C38306	Bacteria	0.12
S8C38325	Phage	0.94
S8C38346	Bacteria	0.12
S8C38353	Bacteria	0.06
S8C38354	Bacteria	0.35
S8C38451	Bacteria	0.44
S8C38456	Bacteria	0.21
S8C38475	Bacteria	0.5
S8C38504	Bacteria	0.13
S8C38536	Bacteria	0.31
S8C38566	Bacteria	0.1
S8C38589	Bacteria	0.22
S8C38592	Bacteria	0.28
S8C38597	Phage	0.53
S8C38602	Bacteria	0.08
S8C38635	Bacteria	0.22
S8C38638	Bacteria	0.44
S8C38662	Bacteria	0.22
S8C38719	Phage	0.58
S8C38729	Bacteria	0.24
S8C38768	Bacteria	0.49
S8C38788	Bacteria	0.48
S8C38810	Bacteria	0.16
S8C38811	Bacteria	0.25
S8C38833	Bacteria	0.25
S8C38868	Bacteria	0.36
S8C38907	Bacteria	0.42
S8C38916	Phage	0.54
S8C38942	Bacteria	0.32
S8C38943	Bacteria	0.37
S8C38960	Bacteria	0.38
S8C38975	Bacteria	0.19
S8C38998	Bacteria	0.16
S8C38999	Phage	0.52
S8C39000	Bacteria	0.15
S8C39003	Phage	0.92
S8C39016	Phage	0.7
S8C39020	Bacteria	0.33
S8C39031	Bacteria	0.47
S8C39056	Bacteria	0.21
S8C39116	Phage	0.73
S8C39129	Bacteria	0.27
S8C39134	Phage	0.71
S8C39200	Bacteria	0.4
S8C39253	Bacteria	0.15
S8C39264	Bacteria	0.34
S8C39270	Bacteria	0.4
S8C39295	Bacteria	0.11
S8C39438	Bacteria	0.33
S8C39449	Bacteria	0.23
S8C39475	Bacteria	0.32
S8C39500	Bacteria	0.21
S8C39515	Phage	0.59
S8C39519	Bacteria	0.1
S8C39539	Phage	0.95
S8C39540	Phage	0.59
S8C39546	Bacteria	0.1
S8C39612	Bacteria	0.12
S8C39637	Phage	0.55
S8C39640	Bacteria	0.09
S8C39663	Bacteria	0.15
S8C39674	Bacteria	0.2
S8C39681	Bacteria	0.09
S8C39717	Bacteria	0.26
S8C39733	Bacteria	0.22
S8C39741	Bacteria	0.23
S8C39760	Phage	0.69
S8C39791	Phage	0.58
S8C39806	Bacteria	0.07
S8C39831	Bacteria	0.12
S8C39845	Bacteria	0.26
S8C39944	Bacteria	0.1
S8C39961	Bacteria	0.47
S8C39986	Phage	0.96
S8C39994	Phage	0.51
S8C40009	Bacteria	0.48
S8C40045	Bacteria	0.35
S8C40051	Phage	0.55
S8C40067	Bacteria	0.34
S8C40078	Phage	0.59
S8C40088	Bacteria	0.08
S8C40105	Bacteria	0.2
S8C40130	Bacteria	0.25
S8C40160	Phage	0.82
S8C40174	Bacteria	0.41
S8C40272	Bacteria	0.15
S8C40273	Bacteria	0.45
S8C40277	Phage	0.63
S8C40285	Bacteria	0.1
S8C40350	Bacteria	0.12
S8C40365	Bacteria	0.18
S8C40400	Bacteria	0.41
S8C40457	Bacteria	0.16
S8C40496	Bacteria	0.13
S8C40508	Phage	0.58
S8C40607	Bacteria	0.18
S8C40687	Bacteria	0.06
S8C40693	Phage	0.84
S8C40712	Bacteria	0.45
S8C40718	Phage	0.62
S8C40728	Bacteria	0.24
S8C40740	Bacteria	0.15
S8C40756	Bacteria	0.09
S8C40768	Bacteria	0.21
S8C40771	Phage	0.56
S8C40774	Phage	0.91
S8C40785	Phage	0.56
S8C40819	Phage	0.52
S8C40847	Bacteria	0.13
S8C40908	Phage	0.88
S8C40938	Bacteria	0.23
S8C40968	Phage	0.81
S8C40971	Phage	0.61
S8C40991	Bacteria	0.14
S8C41004	Phage	0.77
S8C41009	Bacteria	0.1
S8C41012	Bacteria	0.38
S8C41036	Bacteria	0.21
S8C41077	Bacteria	0.43
S8C41081	Phage	0.69
S8C41167	Phage	0.77
S8C41180	Bacteria	0.42
S8C41220	Bacteria	0.47
S8C41268	Bacteria	0.28
S8C41330	Phage	0.64
S8C41333	Bacteria	0.15
S8C41360	Phage	0.56
S8C41380	Bacteria	0.21
S8C41402	Phage	0.65
S8C41405	Bacteria	0.08
S8C41469	Bacteria	0.32
S8C41498	Phage	0.6
S8C41536	Bacteria	0.14
S8C41579	Phage	0.58
S8C41597	Bacteria	0.19
S8C41599	Bacteria	0.39
S8C41644	Bacteria	0.25
S8C41709	Bacteria	0.16
S8C41721	Bacteria	0.29
S8C41729	Bacteria	0.24
S8C41758	Bacteria	0.29
S8C41765	Bacteria	0.29
S8C41866	Bacteria	0.21
S8C41895	Bacteria	0.11
S8C41904	Phage	0.5
S8C41936	Phage	0.73
S8C41955	Phage	0.68
S8C41963	Bacteria	0.27
S8C41992	Bacteria	0.29
S8C42001	Phage	0.54
S8C42005	Bacteria	0.3
S8C42022	Bacteria	0.4
S8C42031	Bacteria	0.46
S8C42033	Bacteria	0.15
S8C42066	Bacteria	0.24
S8C42072	Phage	0.54
S8C42078	Bacteria	0.1
S8C42082	Phage	0.97
S8C42114	Bacteria	0.4
S8C42155	Bacteria	0.22
S8C42170	Bacteria	0.17
S8C42194	Bacteria	0.26
S8C42209	Bacteria	0.4
S8C42254	Bacteria	0.14
S8C42268	Bacteria	0.14
S8C42311	Bacteria	0.2
S8C42352	Bacteria	0.2
S8C42381	Phage	0.7
S8C42394	Bacteria	0.32
S8C42439	Bacteria	0.26
S8C42476	Bacteria	0.37
S8C42489	Phage	0.56
S8C42523	Bacteria	0.15
S8C42533	Phage	0.53
S8C42555	Phage	0.65
S8C42568	Bacteria	0.4
S8C42596	Bacteria	0.33
S8C42615	Bacteria	0.33
S8C42617	Bacteria	0.37
S8C42645	Phage	0.87
S8C42649	Bacteria	0.39
S8C42656	Bacteria	0.09
S8C42658	Bacteria	0.31
S8C42679	Bacteria	0.16
S8C42683	Bacteria	0.3
S8C42719	Bacteria	0.4
S8C42723	Phage	0.51
S8C42793	Bacteria	0.11
S8C42810	Bacteria	0.24
S8C42826	Bacteria	0.35
S8C42842	Bacteria	0.33
S8C42856	Bacteria	0.29
S8C42890	Bacteria	0.34
S8C42899	Bacteria	0.33
S8C42900	Bacteria	0.19
S8C42943	Bacteria	0.25
S8C42959	Bacteria	0.27
S8C42973	Phage	0.54
S8C43033	Bacteria	0.5
S8C43055	Bacteria	0.04
S8C43064	Bacteria	0.03
S8C43085	Bacteria	0.18
S8C43100	Phage	0.5
S8C43108	Bacteria	0.07
S8C43114	Phage	0.52
S8C43122	Bacteria	0.29
S8C43146	Bacteria	0.21
S8C43147	Phage	0.97
S8C43188	Phage	0.54
S8C43192	Phage	0.66
S8C43193	Bacteria	0.22
S8C43228	Bacteria	0.31
S8C43261	Phage	0.61
S8C43264	Bacteria	0.14
S8C43283	Bacteria	0.32
S8C43293	Phage	0.71
S8C43313	Phage	0.53
S8C43375	Phage	0.73
S8C43379	Phage	0.95
S8C43390	Bacteria	0.16
S8C43425	Phage	0.96
S8C43450	Bacteria	0.29
S8C43516	Bacteria	0.33
S8C43526	Bacteria	0.05
S8C43540	Bacteria	0.18
S8C43560	Bacteria	0.49
S8C43576	Phage	0.57
S8C43641	Bacteria	0.08
S8C43655	Phage	0.73
S8C43691	Phage	0.91
S8C43698	Bacteria	0.37
S8C43746	Bacteria	0.42
S8C43754	Bacteria	0.5
S8C43809	Phage	0.51
S8C43837	Bacteria	0.46
S8C43888	Bacteria	0.31
S8C43892	Bacteria	0.29
S8C43970	Phage	0.7
S8C43972	Bacteria	0.18
S8C43974	Bacteria	0.26
S8C44013	Bacteria	0.21
S8C44015	Phage	0.96
S8C44024	Phage	0.91
S8C44032	Bacteria	0.11
S8C44042	Phage	0.58
S8C44053	Phage	0.93
S8C44062	Bacteria	0.23
S8C44087	Bacteria	0.3
S8C44132	Bacteria	0.26
S8C44141	Phage	0.55
S8C44162	Bacteria	0.27
S8C44185	Bacteria	0.2
S8C44217	Phage	0.95
S8C44370	Bacteria	0.05
S8C44378	Phage	0.96
S8C44387	Bacteria	0.23
S8C44408	Bacteria	0.22
S8C44431	Phage	0.53
S8C44632	Phage	0.91
S8C44644	Bacteria	0.33
S8C44663	Bacteria	0.21
S8C44667	Phage	0.91
S8C44675	Bacteria	0.18
S8C44678	Bacteria	0.19
S8C44691	Phage	0.52
S8C44751	Phage	0.88
S8C44770	Bacteria	0.16
S8C44795	Phage	0.52
S8C44834	Phage	0.69
S8C44853	Bacteria	0.39
S8C44908	Bacteria	0.5
S8C44986	Bacteria	0.17
S8C45001	Phage	0.58
S8C45004	Bacteria	0.22
S8C45030	Bacteria	0.23
S8C45126	Bacteria	0.28
S8C45139	Bacteria	0.47
S8C45161	Phage	0.54
S8C45190	Phage	0.96
S8C45194	Phage	0.91
S8C45220	Phage	0.7
S8C45251	Bacteria	0.22
S8C45262	Bacteria	0.19
S8C45268	Phage	0.54
S8C45271	Bacteria	0.38
S8C45334	Bacteria	0.45
S8C45355	Phage	0.68
S8C45367	Phage	0.95
S8C45368	Bacteria	0.38
S8C45372	Bacteria	0.15
S8C45418	Bacteria	0.43
S8C45445	Phage	0.54
S8C45468	Bacteria	0.49
S8C45470	Bacteria	0.24
S8C45512	Bacteria	0.39
S8C45542	Phage	0.56
S8C45563	Bacteria	0.21
S8C45564	Bacteria	0.25
S8C45580	Bacteria	0.16
S8C45596	Phage	0.73
S8C45603	Bacteria	0.44
S8C45617	Bacteria	0.26
S8C45626	Bacteria	0.13
S8C45641	Bacteria	0.13
S8C45654	Bacteria	0.17
S8C45673	Bacteria	0.26
S8C45690	Bacteria	0.16
S8C45703	Bacteria	0.32
S8C45704	Bacteria	0.15
S8C45734	Bacteria	0.16
S8C45740	Bacteria	0.16
S8C45767	Phage	0.6
S8C45772	Bacteria	0.09
S8C45777	Bacteria	0.18
S8C45780	Phage	0.93
S8C45785	Bacteria	0.32
S8C45790	Bacteria	0.28
S8C45869	Bacteria	0.29
S8C45898	Bacteria	0.39
S8C45924	Bacteria	0.31
S8C45933	Bacteria	0.2
S8C45968	Bacteria	0.4
S8C45997	Bacteria	0.4
S8C45998	Bacteria	0.37
S8C46007	Bacteria	0.12
S8C46013	Bacteria	0.26
S8C46025	Bacteria	0.28
S8C46044	Phage	0.71
S8C46176	Phage	0.95
S8C46220	Bacteria	0.45
S8C46228	Bacteria	0.36
S8C46260	Bacteria	0.14
S8C46261	Bacteria	0.45
S8C46276	Bacteria	0.47
S8C46286	Bacteria	0.13
S8C46291	Phage	0.63
S8C46349	Bacteria	0.15
S8C46361	Bacteria	0.08
S8C46363	Bacteria	0.19
S8C46387	Bacteria	0.11
S8C46394	Bacteria	0.38
S8C46424	Bacteria	0.48
S8C46427	Bacteria	0.48
S8C46430	Bacteria	0.36
S8C46432	Bacteria	0.04
S8C46452	Phage	0.58
S8C46468	Bacteria	0.22
S8C46474	Bacteria	0.08
S8C46480	Bacteria	0.1
S8C46496	Bacteria	0.29
S8C46500	Bacteria	0.3
S8C46527	Bacteria	0.13
S8C46550	Bacteria	0.15
S8C46580	Bacteria	0.26
S8C46607	Bacteria	0.13
S8C46627	Bacteria	0.38
S8C46629	Bacteria	0.48
S8C46671	Bacteria	0.22
S8C46676	Bacteria	0.09
S8C46677	Bacteria	0.2
S8C46699	Bacteria	0.44
S8C46709	Bacteria	0.09
S8C46753	Phage	0.92
S8C46847	Bacteria	0.3
S8C46864	Phage	0.6
S8C46959	Bacteria	0.32
S8C47012	Bacteria	0.34
S8C47094	Bacteria	0.14
S8C47095	Bacteria	0.15
S8C47107	Bacteria	0.31
S8C47129	Phage	0.56
S8C47133	Bacteria	0.2
S8C47149	Bacteria	0.14
S8C47211	Bacteria	0.26
S8C47230	Phage	0.53
S8C47243	Bacteria	0.49
S8C47288	Bacteria	0.26
S8C47293	Bacteria	0.18
S8C47294	Phage	0.63
S8C47345	Bacteria	0.1
S8C47392	Phage	0.71
S8C47403	Bacteria	0.23
S8C47438	Bacteria	0.09
S8C47491	Phage	0.57
S8C47539	Bacteria	0.29
S8C47544	Bacteria	0.24
S8C47594	Phage	0.54
S8C47597	Phage	0.51
S8C47617	Bacteria	0.26
S8C47665	Bacteria	0.27
S8C47671	Bacteria	0.46
S8C47686	Bacteria	0.1
S8C47693	Phage	0.71
S8C47696	Bacteria	0.33
S8C47724	Bacteria	0.27
S8C47732	Bacteria	0.4
S8C47757	Bacteria	0.19
S8C47773	Bacteria	0.16
S8C47793	Bacteria	0.47
S8C47805	Bacteria	0.09
S8C47814	Phage	0.5
S8C47864	Bacteria	0.34
S8C47868	Bacteria	0.19
S8C47877	Bacteria	0.35
S8C47888	Bacteria	0.27
S8C47894	Bacteria	0.16
S8C47917	Bacteria	0.29
S8C47921	Bacteria	0.4
S8C48034	Bacteria	0.34
S8C48050	Bacteria	0.5
S8C48054	Bacteria	0.11
S8C48078	Bacteria	0.24
S8C48133	Phage	0.57
S8C48173	Bacteria	0.29
S8C48227	Bacteria	0.35
S8C48229	Bacteria	0.1
S8C48245	Bacteria	0.18
S8C48364	Phage	0.57
S8C48401	Bacteria	0.2
S8C48419	Bacteria	0.23
S8C48456	Phage	0.54
S8C48503	Phage	0.98
S8C48551	Bacteria	0.2
S8C48589	Bacteria	0.23
S9C17	Phage	0.61
S9C18	Phage	0.54
S9C19	Phage	0.53
S9C33	Bacteria	0.31
S9C85	Bacteria	0.38
S9C138	Bacteria	0.16
S9C149	Phage	0.53
S9C179	Phage	0.99
S9C194	Bacteria	0.4
S9C278	Bacteria	0.45
S9C322	Phage	0.6
S9C343	Phage	0.62
S9C412	Phage	0.92
S9C484	Phage	0.66
S9C504	Phage	0.54
S9C533	Phage	0.68
S9C541	Bacteria	0.17
S9C566	Bacteria	0.09
S9C596	Phage	0.61
S9C623	Phage	0.56
S9C711	Bacteria	0.16
S9C725	Phage	0.97
S9C743	Bacteria	0.07
S9C762	Phage	0.55
S9C822	Bacteria	0.46
S9C846	Phage	0.51
S9C918	Bacteria	0.31
S9C973	Bacteria	0.12
S9C977	Bacteria	0.05
S9C1001	Phage	0.6
S9C1004	Bacteria	0.48
S9C1011	Phage	0.52
S9C1032	Bacteria	0.06
S9C1140	Bacteria	0.29
S9C1172	Bacteria	0.17
S9C1180	Phage	0.91
S9C1186	Phage	0.51
S9C1200	Bacteria	0.5
S9C1220	Bacteria	0.07
S9C1233	Phage	0.68
S9C1309	Bacteria	0.13
S9C1331	Bacteria	0.31
S9C1336	Phage	0.96
S9C1362	Phage	0.86
S9C1451	Phage	0.74
S9C1471	Bacteria	0.38
S9C1483	Bacteria	0.26
S9C1487	Phage	0.56
S9C1488	Phage	0.54
S9C1499	Bacteria	0.47
S9C1545	Phage	0.5
S9C1592	Bacteria	0.26
S9C1598	Bacteria	0.34
S9C1653	Phage	0.56
S9C1664	Phage	0.62
S9C1668	Phage	0.55
S9C1678	Phage	0.93
S9C1707	Bacteria	0.16
S9C1805	Bacteria	0.14
S9C1806	Bacteria	0.38
S9C1863	Bacteria	0.41
S9C1942	Bacteria	0.05
S9C1955	Phage	0.53
S9C1962	Phage	0.91
S9C1978	Bacteria	0.08
S9C1993	Bacteria	0.31
S9C2001	Phage	0.93
S9C2005	Phage	0.57
S9C2052	Phage	0.53
S9C2053	Bacteria	0.25
S9C2060	Phage	0.51
